LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION	NOTE
L03457	discontinuité	discontinuité	catastrophe*	catastrophe	
L03458	discontinuité	discontinuité	bifurcation*	bifurcation	
L03459	discontinuité	discontinuité	étagement*	étagement	
L03460	discontinuité	discontinuité	seuil*	seuil	
L03461	discontinuité	discontinuité	chaos*	chaos	
L03462	discontinuité	discontinuité	linéaires*	linéaire	
L03463	discontinuité	discontinuité	flou*	flou	
L03464	discontinuité	discontinuité	appropriation*	appropriation	
L03465	discontinuité	discontinuité	maillages*	maillage	
L03466	discontinuité	discontinuité	bandes*	bande	
L03467	discontinuité	discontinuité	clans*	clan	
L03468	discontinuité	discontinuité	ghettos*	ghetto	
L03469	discontinuité	discontinuité	quartiers*	quartier	
L03470	discontinuité	discontinuité	gravitation*	gravitation	
L03471	discontinuité	discontinuité	cantonnement*	cantonnement	
L03472	discontinuité	discontinuité	auréolaires*	auréolaire	
L03473	discontinuité	discontinuité	bandées*	bande	
L03474	discontinuité	discontinuité	modèles de Chicago*	Chicago (école de)	
L03475	discontinuité	discontinuité	von Thünen*	Thünen (modèle de von)	
L03476	discontinuité	discontinuité	contact*	contact	
L03477	discontinuité	discontinuité	interfaces*	interface	
L03478	discontinuité	discontinuité	rivages*	rivage	
L03479	discontinuité	discontinuité	sahels*	sahel	
L03480	discontinuité	discontinuité	franges*	frange	
L03481	discontinuité	discontinuité	bordures*	bordure	
L03482	discontinuité	discontinuité	rebroussement*	rebroussement	
L03483	discontinuité	discontinuité	réfraction*	réfraction	
L03484	discontinuité	discontinuité	ruptures*	rupture	
L03485	discontinuité	discontinuité	horizon*	horizon	
L03486	discontinuité	discontinuité	défilement*	défilement	
L03487	discontinuité	discontinuité	crête*	crête	
L03488	discontinuité	discontinuité	spéciation*	spéciation	
L03489	discontinuité	discontinuité	géon*	géon	
L03490	discours	discours	NA	discours	
L03491	discret	discret	NA	discret	
L03492	discrétisation	discrétisation	analyse factorielle des correspondances*	correspondances	
L03493	discrétisation	discrétisation	cartes choroplèthes*	choroplèthe	
L03494	discrétisation	discrétisation	classes*	classe	
L03495	discrétisation	discrétisation	quantiles*	quantile	
L03496	discrétisation	discrétisation	partition*	partition	
L03497	discriminante	discriminante	multivariée*	multivarié	
L03498	discriminante	discriminante	classification*	classification	
L03499	discrimination	discrimination	discontinuités*	discontinuité	
L03500	discrimination	discrimination	lieux réservés*	réserve	
L03501	discrimination	discrimination	genre*	genre	
L03502	discrimination	discrimination	immigration*	immigration	
L03503	discrimination	discrimination	quota*	quota	
L03504	discrimination	discrimination	racisme*	race	
L03505	disparité	disparité	différence*	différence	
L03506	disparité	disparité	justice*	justice spatiale	
L03507	disparité	disparité	aménagement*	aménagement	
L03508	disparité	disparité	bien-être*	bien-être	
L03509	disparité	disparité	inégalités*	inégalité	
L03510	dispersion	dispersion	diffuser*	diffusion	
L03511	dispersion	dispersion	diaspora*	diaspora	
L03512	dispersion	dispersion	agglomération*	agglomération	
L03513	dispersion	dispersion	écart*	écart	
L03514	dispersion	dispersion	variance*	variance	
L03515	dispersion	dispersion	cantonnement*	cantonnement	
L03516	dispersion	dispersion	diffusion*	diffusion	
L03517	dispersion	dispersion	saupoudrage*	saupoudrage	
L03518	dispersion	dispersion	diaspora*	diaspora	
L03519	dispersion	dispersion	dissémination*	dissémination	
L03520	dissémination	dissémination	dispersion*	dispersion	
L03521	dissémination	dissémination	diffusion*	diffusion	
L03522	dissipatif	dissipatif	théories du chaos*	chaos	
L03523	dissolution	dissolution	agrégat*	agrégat	
L03524	dissolution	dissolution	érosion*	érosion	
L03525	dissolution	dissolution	karst*	karst	
L03526	dissolution	dissolution	lapiés*	lapiés	
L03527	dissolution	dissolution	différenciation*	différenciation	
L03528	dissolution	dissolution	intégration*	intégration	
L03529	dissolution	dissolution	concrétions*	concrétion	
L03530	dissolution	dissolution	déprise*	déprise	
L03531	dissymétrie	dissymétrie	isotrope*	isotrope	
L03532	dissymétrie	dissymétrie	gradients*	gradient	
L03533	dissymétrie	dissymétrie	anisotropie*	anisotrope	
L03534	dissymétrie	dissymétrie	centre-périphérie*	centre-périphérie	
L03535	dissymétrie	dissymétrie	gravitation*	gravitation	
L03536	dissymétrie	dissymétrie	agrégation*	agrégation	
L03537	dissymétrie	dissymétrie	domination*	domination	
L03538	dissymétrie	dissymétrie	modèle des lieux* centraux	lieux centraux	
L03539	dissymétrie	dissymétrie	centralité*	centralité	
L03540	dissymétrie	dissymétrie	rotondité*	NA	
L03541	dissymétrie	dissymétrie	rotation*	rotation	
L03542	dissymétrie	dissymétrie	zones*	zone	
L03543	dissymétrie	dissymétrie	étagements*	étagement	
L03544	dissymétrie	dissymétrie	exposition*	exposition	
L03545	dissymétrie	dissymétrie	interface*	interface	
L03546	dissymétrie	dissymétrie	secteurs*	secteur	
L03547	distance	distance	sta*	sta	
L03548	distance	distance	voisinage*	voisin	
L03549	distance	distance	contiguité*	contiguïté	
L03550	distance	distance	dimensions*	dimension	
L03551	distance	distance	métrique*	métrique	
L03552	distance	distance	distance de Manhattan*	Manhattan	
L03553	distance	distance	labyrinthe*	labyrinthe	
L03554	distance	distance	temps*	temps	
L03555	distance	distance	accessibilité*	accessibilité	
L03556	distance	distance	prédateurs*	prédateur	
L03557	distance	distance	variance*	variance	
L03558	distance	distance	écart-type*	écart-type	
L03559	distance	distance	exotisme*	exotique	
L03560	distance	distance	édens*	éden	
L03561	distinction	distinction	bon*	bon	
L03562	distinction	distinction	mauvais*	NA	
L03563	distinction	distinction	bas*	bas	
L03564	distinction	distinction	haut*	haut	
L03565	distinction	distinction	mimésis*	mimésis	
L03566	distinction	distinction	dénomination*	dénomination	
L03567	distinction	distinction	boucs émissaires*	émissaire	
L03568	distribution	distribution	tribu*	tribu	
L03569	distribution	distribution	histogramme*	histogramme	
L03570	distribution	distribution	discrétisation*	discrétisation	
L03571	distribution	distribution	étendue*	étendue	
L03572	distribution	distribution	limites*	limite	
L03573	distribution	distribution	moyenne*	moyenne	
L03574	distribution	distribution	médiane*	médiane	
L03575	distribution	distribution	écart-type*	écart-type	
L03576	distribution	distribution	quantiles*	quantile	
L03577	distribution	distribution	distribution normale*	normal	
L03578	distribution	distribution	résidus*	résidu	
L03579	distribution	distribution	commerce*	commerce	
L03580	distribution	distribution	hypermarchés*	hypermarché	
L03581	distribution	distribution	caste*	caste	
L03582	distribution	distribution	plateau*	plateau	
L03583	district	district	circonscription*	circonscription	
L03584	district	district	déterminé*	déterminé	
L03585	district	district	canton*	canton	
L03586	district	district	région*	région	
L03587	district	district	contrée*	contrée	
L03588	district	district	pays*	pays	
L03589	divagation	divagation	errance*	errance	
L03590	divagation	divagation	nomades*	nomade	
L03591	divagation	divagation	méandre*	méandre	
L03592	divergence	divergence	bifurcation*	bifurcation	
L03593	divergence	divergence	différenciations*	différenciation	
L03594	divergence	divergence	comportement chaotique*	chaos	
L03595	divergence	divergence	diffluence*	diffluence	
L03596	divergence	divergence	diffluence*	diffluence	
L03597	divergence	divergence	convergence*	convergence	
L03598	divers	divers	complexe*	complexe	
L03599	divers	divers	unité*	unité	
L03600	divers	divers	varié*	varié	
L03601	division	division	partition*	partition	
L03602	division	division	découpage*	découpage	
L03603	division	division	maillage*	maillage	
L03604	division	division	mailles*	maille	
L03605	division spatiale du travail	division spatiale du travail	château*	château	
L03606	division spatiale du travail	division spatiale du travail	différenciation*	différenciation	
L03607	division spatiale du travail	division spatiale du travail	sacré*	sacré	
L03608	division spatiale du travail	division spatiale du travail	temple*	temple	
L03609	division spatiale du travail	division spatiale du travail	don*	don	
L03610	division spatiale du travail	division spatiale du travail	échange*	échange	
L03611	division spatiale du travail	division spatiale du travail	commerce*	commerce	
L03612	division spatiale du travail	division spatiale du travail	stratégies*	stratégie	
L03613	division spatiale du travail	division spatiale du travail	blocs*	bloc	
L03614	division spatiale du travail	division spatiale du travail	corporations*	corps	
L03615	division spatiale du travail	division spatiale du travail	souks*	souk	
L03616	division spatiale du travail	division spatiale du travail	rente*	rente	
L03617	division spatiale du travail	division spatiale du travail	filière*	filière	
L03618	division spatiale du travail	division spatiale du travail	spécialisation*	spécialisation	
L03619	division spatiale du travail	division spatiale du travail	travail*	travail	
L03620	djebel	djebel	NA	djebel	
L03621	dock	dock	bassin*	bassin	
L03622	dock	dock	entrepôts*	entrepôt	
L03623	dock	dock	distribution*	distribution	
L03624	doctrine	doctrine	école*	école	
L03625	document	document	cartes*	carte	
L03626	doline	doline	sotch*	sotch	
L03627	domaine	domaine	latifundio*	latifundio	
L03628	domaine	domaine	réserve*	réserve	
L03629	domaine	domaine	tenures*	tenure	
L03630	domaine	domaine	cour*	cour	
L03631	domaine	domaine	ressort*	ressort	
L03632	domaine public	domaine public	patrimoine*	patrimoine	
L03633	dôme	dôme	mornes*	morne	
L03634	dôme	dôme	pains* de sucre	pain de sucre	
L03635	domicile	domicile	adresse*	adresse	
L03636	domicile	domicile	paradis* fiscaux	paradis	
L03637	domicile	domicile	pavillons* de complaisance	pavillon	
L03638	domicile	domicile	errance*	errance	
L03639	domicile	domicile	lieu*	lieu	
L03640	domicile	domicile	navette*	navette	
L03641	domination	domination	maîtrise*	maîtrise	
L03642	domination	domination	possession*	possession	
L03643	domination	domination	impérialisme*	impérialisme	
L03644	domination	domination	exploitation*	exploitation	
L03645	domination	domination	pouvoir*	pouvoir	
L03646	domination	domination	surplomb*	surplomb	
L03647	domination	domination	éminence*	éminence	
L03648	domination	domination	fétichisme*	fétichisme	
L03649	domination	domination	mode*	mode	
L03650	domination	domination	abondance*	NA	
L03651	dominion	dominion	outre-mer*	outre-mer	
L03652	dominion	dominion	domination*	domination	
L03653	domino	domino	domination*	domination	
L03654	domotique	domotique	foyers*	foyer	
L03655	domotique	domotique	maison*	maison	
L03656	DOM-TOM	DOM-TOM	départements*	département	
L03657	DOM-TOM	DOM-TOM	territoires*	territoire	
L03658	DOM-TOM	DOM-TOM	outre-mer*	outre-mer	
L03659	DOM-TOM	DOM-TOM	possessions*	possession	
L03660	don	don	datcha*	datcha	
L03661	don	don	troc*	troc	
L03662	don	don	commerce*	commerce	
L03663	don	don	division* spatiale du travail	division spatiale du travail	
L03664	don	don	corruption*	corruption	
L03665	donnée	donnée	indicateur*	indicateur	
L03666	donnée	donnée	variable*	variable	
L03667	donnée	donnée	statistique*	statistique	
L03668	donnée	donnée	CNIL*	CNIL	
L03669	donnée	donnée	lieux*	lieu	
L03670	donnée	donnée	variables*	variable	
L03671	donnée	donnée	observations*	observation	
L03672	donnée	donnée	attributs*	attribut	
L03673	donnée	donnée	SIG*	SIG	
L03674	donnée	donnée	statistique*	statistique	
L03675	donnée	donnée	recensements*	recensement	
L03676	donnée	donnée	agrégation*	agrégation	
L03677	donnée	donnée	bureaucratie*	bureaucratie	
L03678	donnée	donnée	sidérurgie*	sidérurgie	
L03679	donnée	donnée	désir*	désir	
L03680	donnée	donnée	formation*	formation	
L03681	dorf	dorf	queue*	queue	
L03682	dorsale	dorsale	mégalopole*	mégalopole	
L03683	dorsale	dorsale	banane*	banane	
L03684	dorsale	dorsale	tronc*	NA	
L03685	dortoir	dortoir	résidentiel*	résidence	
L03686	dortoir	dortoir	mégapoles*	mégapole	
L03687	dos	dos	échine*	échine	
L03688	dos	dos	croupe*	croupe	
L03689	dotation	dotation	cadres*	cadre	
L03690	dotation	dotation	doué*	doué	
L03691	dotation	dotation	datcha*	datcha	
L03692	douane	douane	NA	douane	
L03693	douar	douar	NA	douar	
L03694	doué	doué	riche*	riche	
L03695	doué	doué	bon*	bon	
L03696	doué	doué	ressource*	ressource	
L03697	downtown	downtown	basse*	bas	
L03698	downtown	downtown	centre-ville*	centre-ville	
L03699	dragon	dragon	chamanes*	chamanisme	
L03700	drache	drache	NA	drache	
L03701	draille	draille	NA	draille	
L03702	drainage	drainage	bassin-versant*	bassin-versant	
L03703	drainage	drainage	irrigation*	irrigation	
L03704	drainage	drainage	pompage*	pompage	
L03705	drainage	drainage	traite*	traite	
L03706	drève	drève	allée*	allée	
L03707	drève	drève	droit*	droit	
L03708	drogue	drogue	antimonde*	antimonde	
L03709	drogue	drogue	narco*	narco	
L03710	drogue	drogue	libanais	libanais	
L03711	droit	droit	enclosure*	enclosure	
L03712	droit	droit	défens*	défens	
L03713	droit	droit	frontières*	frontière	
L03714	droit	droit	aliénation*	aliénation	
L03715	droite	droite	gauche*	gauche	
L03716	drumlin	drumlin	NA	drumlin	
L03717	dry-farming	dry-farming	jachère*	jachère	0def
