LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION
L2711	Responsabilité sociale et environnementale des entreprises	responsabilité sociale et environnementale des entreprises	IMPACT ENVIRONNEMENTAL	impact environnemental
L2712	Responsabilité sociale et environnementale des entreprises	responsabilité sociale et environnementale des entreprises	INDICATEUR DE DÉVELOPPEMENT	indicateur de développement
L2713	Responsabilité sociale et environnementale des entreprises	responsabilité sociale et environnementale des entreprises	MARCHÉ DU CARBONE	marché du carbone
L2714	Responsabilité sociale et environnementale des entreprises	responsabilité sociale et environnementale des entreprises	PRINCIPE POLLUEUR-PAYEUR	principe pollueur-payeur
L2715	Responsabilité sociale et environnementale des entreprises	responsabilité sociale et environnementale des entreprises	RHÉTORIQUE ENVIRONNEMENTALE	rhétorique environnementale
L2716	Ressource	ressource	ARAL (MER D’)	aral (mer d’)
L2717	Ressource	ressource	CONFLIT ENVIRONNEMENTAL	conflit environnemental
L2718	Ressource	ressource	DÉMOGRAPHIE	démographie
L2719	Ressource	ressource	EAU	eau
L2720	Ressource	ressource	ÉNERGIE	énergie
L2721	Ressource	ressource	EXTRACTIVISME	extractivisme
L2722	Ressource	ressource	FORÊT	forêt
L2723	Ressource	ressource	GUERRE	guerre
L2724	Ressource	ressource	LUTTE ENVIRONNEMENTALE	lutte environnementale
L2725	Ressource	ressource	MALTHUSIANISME	malthusianisme
L2726	Ressource	ressource	NUCLÉAIRE	nucléaire
L2727	Ressource	ressource	PIC PÉTROLIER	pic pétrolier
L2729	Ressource	ressource	TCHAD (LAC)	tchad (lac)
L2728	Ressource	ressource	TRANSITION - ÉNERGÉTIQUE	transition - énergétique
L2741	Restauration - Des terrains en montagne	restauration - des terrains en montagne	COMMUNS	communs
L2742	Restauration - Des terrains en montagne	restauration - des terrains en montagne	COMPENSATION	compensation
L2743	Restauration - Des terrains en montagne	restauration - des terrains en montagne	CONTROVERSE - ALPINE	controverse - alpine
L2744	Restauration - Des terrains en montagne	restauration - des terrains en montagne	DÉFORESTATION	déforestation
L2745	Restauration - Des terrains en montagne	restauration - des terrains en montagne	DETTE ÉCOLOGIQUE	dette écologique
L2746	Restauration - Des terrains en montagne	restauration - des terrains en montagne	ÉROSION	érosion
L2747	Restauration - Des terrains en montagne	restauration - des terrains en montagne	FORÊT	forêt
L2748	Restauration - Des terrains en montagne	restauration - des terrains en montagne	INGÉNIERIE ÉCOLOGIQUE	ingénierie écologique
L2749	Restauration - Des terrains en montagne	restauration - des terrains en montagne	PAYSAN	paysan
L2750	Restauration - Des terrains en montagne	restauration - des terrains en montagne	RENATURATION	renaturation
L2730	Restauration - Écologique	restauration - écologique	BIODIVERSITÉ	biodiversité
L2731	Restauration - Écologique	restauration - écologique	CONNECTIVITÉ/CONTINUITÉ ÉCOLOGIQUE	connectivité/continuité écologique
L2732	Restauration - Écologique	restauration - écologique	CONSERVATION	conservation
L2733	Restauration - Écologique	restauration - écologique	ÉCOSYSTÈME	écosystème
L2734	Restauration - Écologique	restauration - écologique	ENSAUVAGEMENT - FÉRALITÉ	ensauvagement - féralité
L2735	Restauration - Écologique	restauration - écologique	FRICHE	friche
L2736	Restauration - Écologique	restauration - écologique	PAYSAGE	paysage
L2737	Restauration - Écologique	restauration - écologique	RENATURATION	renaturation
L2738	Restauration - Écologique	restauration - écologique	RÉSILIENCE	résilience
L2739	Restauration - Écologique	restauration - écologique	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L2740	Restauration - Écologique	restauration - écologique	WILDERNESS	wilderness
L2751	Rhétorique environnementale	rhétorique environnementale	ANTHROPOCÈNE	anthropocène
L2752	Rhétorique environnementale	rhétorique environnementale	APOCALYPSE	apocalypse
L2753	Rhétorique environnementale	rhétorique environnementale	CATASTROPHISME	catastrophisme
L2754	Rhétorique environnementale	rhétorique environnementale	CLIMATOSCEPTICISME	climatoscepticisme
L2755	Rhétorique environnementale	rhétorique environnementale	DÉVELOPPEMENT - DURABLE	développement - durable
L2756	Rhétorique environnementale	rhétorique environnementale	EMPREINTE ÉCOLOGIQUE	empreinte écologique
L2757	Rhétorique environnementale	rhétorique environnementale	GIEC/IPCC	giec/ipcc
L2758	Rhétorique environnementale	rhétorique environnementale	GOUVERNANCE ENVIRONNEMENTALE MONDIALE	gouvernance environnementale mondiale
L2759	Rhétorique environnementale	rhétorique environnementale	IMAGINAIRE	imaginaire
L2760	Rhétorique environnementale	rhétorique environnementale	INDICATEUR DE DÉVELOPPEMENT	indicateur de développement
L2761	Rhétorique environnementale	rhétorique environnementale	JOUR DU DÉPASSEMENT (DE LA TERRE)	jour du dépassement (de la terre)
L2762	Rhétorique environnementale	rhétorique environnementale	MÉDIA	média
L2763	Rhétorique environnementale	rhétorique environnementale	MYTHE	mythe
L2764	Rhétorique environnementale	rhétorique environnementale	ONG	ong
L2765	Rhétorique environnementale	rhétorique environnementale	OURS POLAIRE	ours polaire
L2766	Rhétorique environnementale	rhétorique environnementale	RELIGION	religion
L2767	Rhétorique environnementale	rhétorique environnementale	RESSOURCE	ressource
L2768	Rhétorique environnementale	rhétorique environnementale	UICN ET WWF	uicn et wwf
L2769	Rhétorique environnementale	rhétorique environnementale	VAISSEAU-TERRE	vaisseau-terre
L2770	Rhétorique environnementale	rhétorique environnementale	VERT	vert
L2792	Risque - Gestion	risque	ADAPTATION	adaptation
L2771	Risque - Histoire du concept	risque	ALÉA	aléa
L2793	Risque - Gestion	risque	AMÉNAGEMENT DU TERRITOIRE	aménagement du territoire
L2786	Risque - Épistémologie	risque	ASSURANCE	assurance
L2794	Risque - Gestion	risque	ASSURANCE	assurance
L2772	Risque - Histoire du concept	risque	ASSURANCE	assurance
L2773	Risque - Histoire du concept	risque	BHOPAL (CATASTROPHE DE)	bhopal (catastrophe de)
L2787	Risque - Épistémologie	risque	CATASTROPHE	catastrophe
L2795	Risque - Gestion	risque	CATASTROPHE	catastrophe
L2774	Risque - Histoire du concept	risque	CATASTROPHE	catastrophe
L2796	Risque - Gestion	risque	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L2775	Risque - Histoire du concept	risque	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L2776	Risque - Histoire du concept	risque	CHAOS	chaos
L2788	Risque - Épistémologie	risque	CONSTRUCTIVISME	constructivisme
L2777	Risque - Histoire du concept	risque	CRISE ENVIRONNEMENTALE	crise environnementale
L2789	Risque - Épistémologie	risque	EXPERTISE	expertise
L2778	Risque - Histoire du concept	risque	FINITUDE	finitude
L2779	Risque - Histoire du concept	risque	FUKUSHIMA ET HIROSHIMA	hiroshima et fukushima
L2797	Risque - Gestion	risque	ÎLE	île
L2798	Risque - Gestion	risque	MONTÉE DES EAUX	montée des eaux
L2780	Risque - Histoire du concept	risque	NUCLÉAIRE	nucléaire
L2790	Risque - Épistémologie	risque	PROSPECTIVE ET SCÉNARIOS	prospective et scénarios
L2781	Risque - Histoire du concept	risque	RAPPORT MEADOWS	rapport meadows
L2782	Risque - Histoire du concept	risque	RECONSTRUCTION POST-CATASTROPHE	reconstruction post-catastrophe (exemple de katrina)
L2799	Risque - Gestion	risque	RÉSILIENCE	résilience
L2783	Risque - Histoire du concept	risque	RÉSILIENCE	résilience
L2800	Risque - Gestion	risque	RESSOURCE	ressource
L2791	Risque - Épistémologie	risque	SAVOIR AUTOCHTONE	savoir autochtone
L2784	Risque - Histoire du concept	risque	TSUNAMI	tsunami
L2785	Risque - Histoire du concept	risque	VULNÉRABILITÉ	vulnérabilité
L2801	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	APOCALYPSE	apocalypse
L2802	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	BIOGÉOGRAPHIE - THÉORIE INSULAIRE	biogéographie - théorie insulaire
L2803	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	CATASTROPHISME	catastrophisme
L2804	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	CRISE ENVIRONNEMENTALE	crise environnementale
L2805	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	EFFONDREMENT DE CIVILISATION	effondrement de civilisation
L2806	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	ÎLE	île
L2807	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	INSULARISME (SYNDROME DE L’)	insularisme (syndrome de l’)
L2808	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	MONTÉE DES EAUX	montée des eaux
L2809	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	NÉOLIBÉRALISATION DE LA NATURE	néolibéralisation de la nature
L2810	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	RÉFUGIÉ - CLIMATIQUE	réfugié - climatique
L2811	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	SOCIAL-DARWINISME	social-darwinisme
L2812	Robinson Crusoé (syndrome de)	robinson crusoé (syndrome de)	UTOPIE	utopie
L2813	Sahel	sahel	BARRAGE VERT	barrage vert
L2814	Sahel	sahel	DÉSERTIFICATION ET DÉGRADATION DES SOLS	désertification et dégradation des sols
L2815	Sahel	sahel	GUERRE	guerre
L2816	Sahel	sahel	PARC	parc
L2817	Sahel	sahel	PRÉCIPITATIONS	précipitations
L2818	Sahel	sahel	RÉFUGIÉ	réfugié - climatique
L2819	Sahel	sahel	RÉSILIENCE	résilience
L2820	Sahel	sahel	SOCIO-ÉCOSYSTÈME	socio-écosystème
L2821	Sahel	sahel	TCHAD (LAC)	tchad (lac)
L2822	Sahel	sahel	VULNÉRABILITÉ	vulnérabilité
L2823	Santé environnementale	santé environnementale	CATASTROPHISME	catastrophisme
L2824	Santé environnementale	santé environnementale	CLIMAT (CONCEPT DE)	climat (concept de)
L2825	Santé environnementale	santé environnementale	INDICATEUR DE DÉVELOPPEMENT	indicateur de développement
L2826	Santé environnementale	santé environnementale	PANDÉMIE	pandémie
L2827	Santé environnementale	santé environnementale	RÉFUGIÉ	réfugié - climatique
L2828	Santé environnementale	santé environnementale	RISQUE	risque
L2829	Santé environnementale	santé environnementale	SENTINELLE ET LANCEUR D’ALERTE	sentinelle et lanceur d’alerte
L2830	Santé environnementale	santé environnementale	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L2831	Savoir autochtone	savoir autochtone	BIOPIRATERIE	biopiraterie
L2832	Savoir autochtone	savoir autochtone	CHASSE	chasse
L2833	Savoir autochtone	savoir autochtone	ENSAUVAGEMENT - FÉRALITÉ	ensauvagement - féralité
L2834	Savoir autochtone	savoir autochtone	EXPERTISE	expertise
L2835	Savoir autochtone	savoir autochtone	HARMONIE	harmonie
L2836	Savoir autochtone	savoir autochtone	PARTICIPATION	participation
L2837	Savoir autochtone	savoir autochtone	POST-VÉRITÉ	post-vérité
L2838	Savoir autochtone	savoir autochtone	RELIGION	religion
L2839	Savoir autochtone	savoir autochtone	WILDERNESS	wilderness
L2840	Sentinelle et lanceur d’alerte	sentinelle et lanceur d’alerte	LUTTE ENVIRONNEMENTALE	lutte environnementale
L2841	Sentinelle et lanceur d’alerte	sentinelle et lanceur d’alerte	PROPHÉTIE AUTORÉALISATRICE	prophétie autoréalisatrice
L2842	Sentinelle et lanceur d’alerte	sentinelle et lanceur d’alerte	PROSPECTIVE	prospective et scénarios
L2843	Service écosystémique	service écosystémique	BIODIVERSITÉ	biodiversité
L2844	Service écosystémique	service écosystémique	COMPENSATION	compensation
L2845	Service écosystémique	service écosystémique	CONSERVATION	conservation
L2846	Service écosystémique	service écosystémique	CONTROVERSE	controverse
L2847	Service écosystémique	service écosystémique	INGÉNIERIE ÉCOLOGIQUE	ingénierie écologique
L2848	Service écosystémique	service écosystémique	INGÉRENCE ÉCOLOGIQUE	ingénierie écologique
L2849	Service écosystémique	service écosystémique	PATRIMOINE NATUREL	patrimoine naturel
L2850	Service écosystémique	service écosystémique	RÉSILIENCE	résilience
L2851	Sibérie	sibérie	ARCTIQUE	arctique
L2852	Sibérie	sibérie	FRONT ÉCOLOGIQUE	front écologique
L2853	Sibérie	sibérie	IMAGINAIRE	imaginaire
L2854	Sibérie	sibérie	OURS POLAIRE	ours polaire
L2855	Sibérie	sibérie	POLAIRE (MONDE)	polaire (monde)
L2856	Sibérie	sibérie	POLLUTION	pollution
L2857	Sibérie	sibérie	RAUBWIRTSCHAFT	raubwirtschaft
L2858	Sibérie	sibérie	RESSOURCE	ressource
L2859	Social-darwinisme	social-darwinisme	DARWINISME	darwinisme
L2860	Social-darwinisme	social-darwinisme	DÉMOGRAPHIE	démographie
L2861	Social-darwinisme	social-darwinisme	ÉCOLOGIE SAVANTE - HISTOIRE	écologie savante - histoire
L2862	Social-darwinisme	social-darwinisme	ÉCOLOGIE SAVANTE - HUMAINE	écologie savante - humaine
L2863	Social-darwinisme	social-darwinisme	ESPÈCE - INVASIVE/ENVAHISSANTE	espèce - invasive/envahissante
L2864	Social-darwinisme	social-darwinisme	MALTHUSIANISME	malthusianisme
L2865	Social-darwinisme	social-darwinisme	NATURE - PLACE DE L’HOMME	nature - place de l’homme
L2866	Socio-écosystème	socio-écosystème	ANTHROPOCÈNE	anthropocène
L2867	Socio-écosystème	socio-écosystème	ÉCOSYSTÈME	écosystème
L2868	Socio-écosystème	socio-écosystème	MALTHUSIANISME	malthusianisme
L2869	Solidarité écologique	solidarité écologique	BIODIVERSITÉ	biodiversité
L2870	Solidarité écologique	solidarité écologique	CONSERVATION	conservation
L2871	Solidarité écologique	solidarité écologique	DETTE ÉCOLOGIQUE	dette écologique
L2872	Solidarité écologique	solidarité écologique	ÉCOLOGISME - ÉCOCENTRISME	écologisme - écocentrisme
L2873	Solidarité écologique	solidarité écologique	ÉTHIQUE ENVIRONNEMENTALE	éthique environnementale
L2874	Solidarité écologique	solidarité écologique	JUSTICE ENVIRONNEMENTALE	justice environnementale
L2875	Solidarité écologique	solidarité écologique	LIMITE	limite
L2876	Solidarité écologique	solidarité écologique	PARC	parc
L2877	Solidarité écologique	solidarité écologique	RELIGION	religion
L2878	Solidarité écologique	solidarité écologique	RESPONSABILITÉ SOCIALE ET ENVIRONNEMENTALE DES ENTREPRISES	responsabilité sociale et environnementale des entreprises
L2879	Station de ski	station de ski	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L2880	Station de ski	station de ski	EAU	eau
L2881	Station de ski	station de ski	ÉROSION	érosion
L2882	Station de ski	station de ski	GLACE ET GLACIER	glace et glacier
L2883	Station de ski	station de ski	LOISIR ET RÉCRÉATION	loisir et récréation
L2884	Station de ski	station de ski	RESSOURCE	ressource
L2885	Submersion marine (en France)	submersion marine (en france)	ALÉA	aléa
L2886	Submersion marine (en France)	submersion marine (en france)	AMÉNAGEMENT DU TERRITOIRE	aménagement du territoire
L2887	Submersion marine (en France)	submersion marine (en france)	CAMARGUE (LA)	camargue (la)
L2888	Submersion marine (en France)	submersion marine (en france)	CATASTROPHE	catastrophe
L2889	Submersion marine (en France)	submersion marine (en france)	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L2890	Submersion marine (en France)	submersion marine (en france)	MONTÉE DES EAUX	montée des eaux
L2891	Submersion marine (en France)	submersion marine (en france)	POITEVIN (MARAIS)	poitevin (marais)
L2892	Submersion marine (en France)	submersion marine (en france)	RISQUE	risque
L2893	Submersion marine (en France)	submersion marine (en france)	XYNTHIA (CATASTROPHE DE)	xynthia (catastrophe de)
L2894	Tchad (lac)	tchad (lac)	ARAL (MER D’)	aral (mer d’)
L2895	Tchad (lac)	tchad (lac)	BARRAGE (GRAND)	barrage (grand)
L2896	Tchad (lac)	tchad (lac)	BARRAGE VERT	barrage vert
L2897	Tchad (lac)	tchad (lac)	CATASTROPHISME	catastrophisme
L2898	Tchad (lac)	tchad (lac)	CHANGEMENT ET DÉRÈGLEMENT CLIMATIQUES	changement et dérèglement climatiques
L2899	Tchad (lac)	tchad (lac)	POST-VÉRITÉ	post-vérité
L2900	Tchad (lac)	tchad (lac)	PRÉCIPITATIONS	précipitations
L2901	Tchad (lac)	tchad (lac)	RÉFUGIÉ	réfugié - climatique
L2902	Tchad (lac)	tchad (lac)	RESSOURCE	ressource
L2903	Tchad (lac)	tchad (lac)	SAHEL	sahel
L2904	Tchad (lac)	tchad (lac)	SERVICE ÉCOSYSTÉMIQUE	service écosystémique
L2905	Technique (machinisme et nature)	technique (machinisme et nature)	CATASTROPHISME	catastrophisme
L2906	Technique (machinisme et nature)	technique (machinisme et nature)	ÉNERGIE	énergie
L2907	Technique (machinisme et nature)	technique (machinisme et nature)	GÉO-INGÉNIERIE	géo-ingénierie
L2908	Technique (machinisme et nature)	technique (machinisme et nature)	INDICATEUR DE DÉVELOPPEMENT	indicateur de développement
L2909	Technique (machinisme et nature)	technique (machinisme et nature)	INDUSTRIALISME	industrialisme
L2910	Technique (machinisme et nature)	technique (machinisme et nature)	INGÉNIÉRIE ÉCOLOGIQUE	ingénierie écologique
L2911	Technique (machinisme et nature)	technique (machinisme et nature)	MODÈLE - MODÉLISATION	modèle - modélisation
L2912	Technique (machinisme et nature)	technique (machinisme et nature)	NATURE	nature
L2913	Technique (machinisme et nature)	technique (machinisme et nature)	POST-VÉRITÉ	post-vérité
L2914	Technique (machinisme et nature)	technique (machinisme et nature)	RHÉTORIQUE ENVIRONNEMENTALE	rhétorique environnementale
L2915	Technique (machinisme et nature)	technique (machinisme et nature)	SAVOIR AUTOCHTONE	savoir autochtone
